-250;-0,842020143
-249;0,658113713
-248;-0,149110028
-247;-0,418954697
-246;0,707911691
-245;-0,52400526
-244;-0,011363896
-243;0,5
-242;-0,552885756
-241;0,133365423
-240;0,366025404
-239;-0,465100503
-238;0,085845369
-237;0,336408182
-236;-0,327110463
-235;-0,060307379
-234;0,309016994
-233;-0,122018944
-232;-0,183951922
-231;0,169130606
-230;0,073667217
-229;-0,134108453
-228;-0,016374295
-227;0,069628967
-226;0,000609173
-225;-2,98918E-14
-224;0,000609173
-223;-0,069628967
-222;-0,016374295
-221;0,134108453
-220;0,073667217
-219;-0,169130606
-218;-0,183951922
-217;0,122018944
-216;0,309016994
-215;0,060307379
-214;-0,327110463
-213;-0,336408182
-212;0,085845369
-211;0,465100503
-210;0,366025404
-209;-0,133365423
-208;-0,552885756
-207;-0,5
-206;-0,011363896
-205;0,52400526
-204;0,707911691
-203;0,418954697
-202;-0,149110028
-201;-0,658113713
-200;-0,842020143
-199;-0,630675626
-198;-0,142039522
-197;0,411605575
-196;0,831125907
-195;1
-194;0,9009249
-193;0,592654184
-192;0,170400632
-191;-0,270562014
-190;-0,657979857
-189;-0,951056516
-188;-1,138054567
-187;-1,22832351
-186;-1,243144825
-185;-1,208045547
-184;-1,147604312
-183;-1,082676064
-182;-1,029421392
-181;-0,999390827
-180;-1
-179;-1,034899497
-178;-1,10391929
-177;-1,202433586
-176;-1,320167744
-175;-1,439692621
-174;-1,53515601
-173;-1,572182398
-172;-1,51024942
-171;-1,309016994
-170;-0,939692621
-169;-0,401124682
-168;0,262393963
-167;0,948444954
-166;1,499390827
-165;1,732050808
-164;1,499390827
-163;0,774117498
-162;-0,278768258
-161;-1,29307666
-160;-1,805718025
-159;-1,478147601
-158;-0,351281213
-157;1,036949263
-156;1,844173005
-155;1,439692621
-154;-0,033003149
-153;-1,538841769
-152;-1,808407821
-151;-0,465100503
-150;1,366025404
-149;1,865416231
-148;0,371837146
-147;-1,582676064
-146;-1,682837446
-145;0,342020143
-144;1,951056516
-143;0,868209898
-142;-1,498168179
-141;-1,609170229
-140;0,842020143
-139;1,917840222
-138;-0,312440154
-137;-1,993912722
-136;0,034899497
-135;2
-134;-0,034899497
-133;-1,993912722
-132;0,312440154
-131;1,917840222
-130;-0,842020143
-129;-1,609170229
-128;1,498168179
-127;0,868209898
-126;-1,951056516
-125;0,342020143
-124;1,682837446
-123;-1,582676064
-122;-0,371837146
-121;1,865416231
-120;-1,366025404
-119;-0,465100503
-118;1,808407821
-117;-1,538841769
-116;0,033003149
-115;1,439692621
-114;-1,844173005
-113;1,036949263
-112;0,351281213
-111;-1,478147601
-110;1,805718025
-109;-1,29307666
-108;0,278768258
-107;0,774117498
-106;-1,499390827
-105;1,732050808
-104;-1,499390827
-103;0,948444954
-102;-0,262393963
-101;-0,401124682
-100;0,939692621
-99;-1,309016994
-98;1,51024942
-97;-1,572182398
-96;1,53515601
-95;-1,439692621
-94;1,320167744
-93;-1,202433586
-92;1,10391929
-91;-1,034899497
-90;1
-89;-0,999390827
-88;1,029421392
-87;-1,082676064
-86;1,147604312
-85;-1,208045547
-84;1,243144825
-83;-1,22832351
-82;1,138054567
-81;-0,951056516
-80;0,657979857
-79;-0,270562014
-78;-0,170400632
-77;0,592654184
-76;-0,9009249
-75;1
-74;-0,831125907
-73;0,411605575
-72;0,142039522
-71;-0,630675626
-70;0,842020143
-69;-0,658113713
-68;0,149110028
-67;0,418954697
-66;-0,707911691
-65;0,52400526
-64;0,011363896
-63;-0,5
-62;0,552885756
