-10;0,977364501
-9,99;0,876172244
-9,98;0,77129424
-9,97;0,663127434
-9,96;0,552083658
-9,95;0,438587907
-9,94;0,323076557
-9,93;0,205995523
-9,92;0,087798379
-9,91;-0,03105557
-9,9;-0,150103231
-9,89;-0,268879701
-9,88;-0,386920245
-9,87;-0,503762278
-9,86;-0,618947347
-9,85;-0,732023088
-9,84;-0,842545162
-9,83;-0,950079161
-9,82;-1,054202465
-9,81;-1,154506055
-9,8;-1,250596259
-9,79;-1,342096442
-9,78;-1,428648614
-9,77;-1,509914954
-9,76;-1,585579256
-9,75;-1,655348268
-9,74;-1,718952937
-9,73;-1,776149546
-9,72;-1,826720736
-9,71;-1,870476417
-9,7;-1,90725455
-9,69;-1,936921817
-9,68;-1,959374149
-9,67;-1,97453714
-9,66;-1,982366316
-9,65;-1,982847285
-9,64;-1,975995742
-9,63;-1,961857349
-9,62;-1,940507482
-9,61;-1,912050847
-9,6;-1,876620963
-9,59;-1,834379528
-9,58;-1,785515651
-9,57;-1,730244976
-9,56;-1,668808679
-9,55;-1,601472367
-9,54;-1,52852486
-9,53;-1,450276879
-9,52;-1,367059647
-9,51;-1,279223388
-9,5;-1,187135759
-9,49;-1,091180209
-9,48;-0,991754263
-9,47;-0,88926776
-9,46;-0,784141041
-9,45;-0,676803086
-9,44;-0,567689637
-9,43;-0,457241283
-9,42;-0,345901537
-9,41;-0,23411491
-9,4;-0,122324983
-9,39;-0,010972496
-9,38;0,099506544
-9,37;0,208682729
-9,36;0,316135066
-9,35;0,421452762
-9,34;0,524236944
-9,33;0,624102322
-9,32;0,720678778
-9,31;0,813612886
-9,3;0,902569337
-9,29;0,98723229
-9,28;1,067306614
-9,27;1,142519036
-9,26;1,212619182
-9,25;1,277380509
-9,24;1,336601124
-9,23;1,390104481
-9,22;1,437739963
-9,21;1,479383346
-9,2;1,514937128
-9,19;1,544330744
-9,18;1,567520653
-9,17;1,584490298
-9,16;1,595249947
-9,15;1,599836408
-9,14;1,598312625
-9,13;1,590767157
-9,12;1,577313542
-9,11;1,558089546
-9,1;1,533256312
-9,09;1,502997404
-9,08;1,46751775
-9,07;1,427042497
-9,06;1,381815784
-9,05;1,332099426
-9,04;1,278171532
-9,03;1,220325061
-9,02;1,15886631
-9,01;1,094113357
-9;1,026394463
-8,99;0,956046433
-8,98;0,883412958
-8,97;0,80884293
-8,96;0,732688749
-8,95;0,655304637
-8,94;0,577044938
-8,93;0,498262456
-8,92;0,419306796
-8,91;0,340522742
-8,9;0,262248678
-8,89;0,184815045
-8,88;0,108542859
-8,87;0,033742277
-8,86;-0,039288756
-8,85;-0,110265797
-8,84;-0,17891912
-8,83;-0,244994836
-8,82;-0,308255934
-8,81;-0,368483226
-8,8;-0,42547619
-8,79;-0,479053722
-8,78;-0,529054772
-8,77;-0,575338884
-8,76;-0,61778662
-8,75;-0,656299878
-8,74;-0,690802099
-8,73;-0,721238359
-8,72;-0,747575357
-8,71;-0,769801285
-8,7;-0,787925595
-8,69;-0,801978655
-8,68;-0,812011306
-8,67;-0,81809431
-8,66;-0,820317707
-8,65;-0,818790071
-8,64;-0,813637683
-8,63;-0,805003614
-8,62;-0,793046728
-8,61;-0,777940617
-8,6;-0,759872458
-8,59;-0,739041816
-8,58;-0,715659391
-8,57;-0,689945711
-8,56;-0,662129785
-8,55;-0,632447732
-8,54;-0,601141365
-8,53;-0,568456773
-8,52;-0,53464288
-8,51;-0,499950003
-8,5;-0,464628419
-8,49;-0,428926933
-8,48;-0,393091473
-8,47;-0,357363707
-8,46;-0,321979693
-8,45;-0,287168572
-8,44;-0,253151307
-8,43;-0,220139468
-8,42;-0,188334092
-8,41;-0,157924596
-8,4;-0,129087765
-8,39;-0,101986814
-8,38;-0,076770541
-8,37;-0,053572551
-8,36;-0,032510579
-8,35;-0,013685904
-8,34;0,002817144
-8,33;0,016931577
-8,32;0,028608042
-8,31;0,037815013
-8,3;0,044538882
-8,29;0,048783948
-8,28;0,0505723
-8,27;0,049943604
-8,26;0,046954787
-8,25;0,041679623
-8,24;0,034208225
-8,23;0,024646441
-8,22;0,013115166
-8,21;-0,000250439
-8,2;-0,015301804
-8,19;-0,031877885
-8,18;-0,049806173
-8,17;-0,068903763
-8,16;-0,088978494
-8,15;-0,10983013
-8,14;-0,1312516
-8,13;-0,153030273
-8,12;-0,174949269
-8,11;-0,196788795
-8,1;-0,218327507
-8,09;-0,239343873
-8,08;-0,259617556
-8,07;-0,278930781
-8,06;-0,2970697
-8,05;-0,313825736
-8,04;-0,328996908
-8,03;-0,342389112
-8,02;-0,353817382
-8,01;-0,363107084
-8;-0,370095075
-7,99;-0,374630791
-7,98;-0,376577281
-7,97;-0,375812159
-7,96;-0,372228489
-7,95;-0,365735583
-7,94;-0,356259719
-7,93;-0,343744761
